Date.Caught,Estuary.Region,Sex,FL..cm.,FL..mm.,TL..cm.,Body.Wet.Weight..g.,ID,ReadAge,Readability,EdgeTranslucency,MIncrRatio,Adj_Inc,Capture.Month,AgeClass,AgeGroup,Months,State,,
15/10/2015,Jervis Bay,U,5.9,59,6.4,2.5,522,0,2,m,NA,0,10,0,0,NA,NSW,,
15/10/2015,Jervis Bay,U,4.2,42,4.5,0.9,523,0,2,n,NA,0,10,0,0,NA,NSW,,
15/10/2015,Jervis Bay,U,5.6,56,5.8,2,524,0,2,n,NA,0,10,0,0,NA,NSW,,
15/10/2015,Jervis Bay,U,5.8,58,6.2,2.2,525,0,2,n,NA,0,10,0,0,NA,NSW,,
15/10/2015,Jervis Bay,U,4.7,47,5.1,1.2,526,0,2,n,NA,0,10,0,0,NA,NSW,,
15/10/2015,Jervis Bay,U,6.1,61,6.3,2.8,527,0,2,n,NA,0,10,0,0,NA,NSW,,
15/10/2015,Jervis Bay,U,5,50,5.3,1.8,528,0,2,n,NA,0,10,0,0,NA,NSW,,
15/10/2015,Jervis Bay,U,6.2,62,6.5,2.7,529,0,2,n,NA,0,10,0,0,NA,NSW,,
15/10/2015,Jervis Bay,U,4.4,44,4.7,1,530,0,2,n,NA,0,10,0,0,NA,NSW,,
15/10/2015,Jervis Bay,U,6.5,65,7,3.5,531,0,2,n,NA,0,10,0,0,NA,NSW,,
15/10/2015,Jervis Bay,U,5.3,53,5.5,1.7,532,0,2,n,NA,0,10,0,0,NA,NSW,,
15/10/2015,Jervis Bay,U,5.7,57,6,2.4,533,0,2,n,NA,0,10,0,0,NA,NSW,,
15/10/2015,Jervis Bay,U,5.9,59,6.3,2.5,534,0,2,n,NA,0,10,0,0,NA,NSW,,
15/10/2015,Jervis Bay,U,4.5,45,4.7,1.1,535,0,2,n,NA,0,10,0,0,NA,NSW,,
15/10/2015,Jervis Bay,U,5.3,53,5.8,1.8,536,0,2,n,NA,0,10,0,0,NA,NSW,,
15/10/2015,Jervis Bay,U,6,60,6.3,2.6,537,0,2,n,NA,0,10,0,0,NA,NSW,,
15/10/2015,Jervis Bay,U,4.2,42,4.4,0.7,538,0,2,n,NA,0,10,0,0,NA,NSW,,
15/10/2015,Jervis Bay,U,5.4,54,5.8,1.8,539,0,2,n,NA,0,10,0,0,NA,NSW,,
15/10/2015,Jervis Bay,U,6.3,63,6.6,3.1,540,0,2,n,NA,0,10,0,0,NA,NSW,,
15/10/2015,Jervis Bay,U,6.2,62,6.5,2.4,541,0,2,n,NA,0,10,0,0,NA,NSW,,
15/10/2015,Jervis Bay,U,4.5,45,4.6,NA,542,0,2,n,NA,0,10,0,0,NA,NSW,,
15/10/2015,Jervis Bay,U,6.1,61,6.4,2.9,544,0,2,n,NA,0,10,0,0,NA,NSW,,
15/10/2015,Jervis Bay,U,5.8,58,6.3,2.4,547,0,2,n,NA,0,10,0,0,NA,NSW,,
15/10/2015,Jervis Bay,U,5.2,52,5.6,1.6,549,0,2,n,NA,0,10,0,0,NA,NSW,,
15/10/2015,Jervis Bay,U,5,50,5.3,1.7,550,0,2,n,NA,0,10,0,0,NA,NSW,,
15/10/2015,Jervis Bay,U,6.7,67,7.1,3.3,551,0,2,n,NA,0,10,0,0,NA,NSW,,
15/10/2015,Jervis Bay,U,5.8,58,6.1,2.5,552,0,2,n,NA,0,10,0,0,NA,NSW,,
15/10/2015,Jervis Bay,U,4.5,45,4.8,0.9,553,0,2,n,NA,0,10,0,0,NA,NSW,,
15/10/2015,Jervis Bay,U,5,50,5.1,1.4,554,0,2,n,NA,0,10,0,0,NA,NSW,,
15/10/2015,Jervis Bay,U,4.7,47,4.9,1,555,0,2,n,NA,0,10,0,0,NA,NSW,,
15/10/2015,Jervis Bay,U,4.6,46,4.8,1,556,0,2,n,NA,0,10,0,0,NA,NSW,,
15/10/2015,Jervis Bay,U,5.3,53,5.5,1.7,557,0,2,n,NA,0,10,0,0,NA,NSW,,
15/10/2015,Jervis Bay,U,4.4,44,4.6,0.8,558,0,2,n,NA,0,10,0,0,NA,NSW,,
15/10/2015,Jervis Bay,U,5.8,58,6,2.1,559,0,2,n,NA,0,10,0,0,NA,NSW,,
15/10/2015,Jervis Bay,U,5.4,54,5.7,NA,560,0,2,n,NA,0,10,0,0,NA,NSW,,
15/10/2015,Jervis Bay,U,4.4,44,4.6,0.9,561,0,2,n,NA,0,10,0,0,NA,NSW,,
15/10/2015,Jervis Bay,U,6.8,68,7.2,3.6,562,0,2,m,NA,0,10,0,0,NA,NSW,,
15/10/2015,Jervis Bay,U,6.2,62,6.7,3.1,563,0,2,n,NA,0,10,0,0,NA,NSW,,
19/10/2015,Clarence River,U,6.1,61,6.6,3.1,603,0,2,n,NA,0,10,0,0,NA,NSW,,
19/10/2015,Clarence River,U,5.9,59,6.4,2.5,604,0,2,n,NA,0,10,0,0,NA,NSW,,
19/10/2015,Clarence River,U,7.1,71,7.7,4.2,605,0,2,m,NA,0,10,0,0,NA,NSW,,
19/10/2015,Clarence River,U,6.6,66,7,3.6,606,0,2,m,NA,0,10,0,0,NA,NSW,,
19/10/2015,Clarence River,U,6.5,65,7.1,3.6,607,0,2,m,NA,0,10,0,0,NA,NSW,,
19/10/2015,Clarence River,U,6.9,69,7.2,4.6,608,0,2,m,NA,0,10,0,0,NA,NSW,,
19/10/2015,Clarence River,U,6.5,65,7,3.6,609,0,2,m,NA,0,10,0,0,NA,NSW,,
19/10/2015,Clarence River,U,6.2,62,6.6,2.9,610,0,2,m,NA,0,10,0,0,NA,NSW,,
19/10/2015,Clarence River,U,8.8,88,9.5,8.1,612,0,2,n,NA,0,10,0,0,NA,NSW,,
19/10/2015,Clarence River,U,5.3,53,5.5,1.7,614,0,2,n,NA,0,10,0,0,NA,NSW,,
19/10/2015,Clarence River,U,5.4,54,5.7,2,615,0,2,n,NA,0,10,0,0,NA,NSW,,
19/10/2015,Clarence River,U,5.2,52,5.6,1.7,616,0,2,n,NA,0,10,0,0,NA,NSW,,
19/10/2015,Clarence River,U,6.7,67,NA,3.6,617,0,2,m,NA,0,10,0,0,NA,NSW,,
19/10/2015,Clarence River,U,6.5,65,NA,3.5,618,0,2,m,NA,0,10,0,0,NA,NSW,,
19/10/2015,Clarence River,U,7.1,71,7.4,4.1,619,0,2,m,NA,0,10,0,0,NA,NSW,,
19/10/2015,Clarence River,U,5.1,51,5.6,1.8,620,0,2,n,NA,0,10,0,0,NA,NSW,,
19/10/2015,Clarence River,U,6.7,67,7.3,3.6,622,0,2,m,NA,0,10,0,0,NA,NSW,,
19/10/2015,Clarence River,U,6.5,65,NA,3.4,626,0,2,m,NA,0,10,0,0,NA,NSW,,
19/10/2015,Clarence River,U,5.8,58,6.2,2.4,627,0,2,m,NA,0,10,0,0,NA,NSW,,
19/10/2015,Clarence River,U,7.8,78,8.5,NA,628,0,2,m,NA,0,10,0,0,NA,NSW,,
19/10/2015,Clarence River,U,8.6,86,9.3,8.2,631,0,2,m,NA,0,10,0,0,NA,NSW,,
15/10/2015,Jervis Bay,U,4.9,49,5.2,1.4,900,0,2,n,NA,0,10,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,6.5,65,7,3.3,481,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,8.5,85,9.1,7.2,482,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,9.5,95,10.2,10.2,483,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,8.3,83,9,6.8,484,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,6.6,66,7,3.3,485,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,7.7,77,8.2,5.3,486,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,8.7,87,9.4,7.8,487,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,6.8,68,7.3,3.5,488,0,2,n,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,6.7,67,7,3.3,489,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,7.8,78,8.5,5.5,490,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,8.6,86,9.4,8.1,491,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,7.7,77,8.3,5.5,492,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,9.5,95,10.3,10.8,493,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,11.8,118,12.8,22.9,494,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,10.3,103,11,13.7,495,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,10.6,106,11.5,17.2,496,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,10,100,10.8,12.9,497,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,10,100,10.8,13.3,498,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,6.4,64,6.8,3.1,499,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,8.5,85,9,7.1,500,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,10.4,104,11.2,13.6,501,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,9.2,92,9.8,9.3,502,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,8.5,85,9.1,8.2,503,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,8.8,88,9.4,7,504,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,9.6,96,10.3,12,505,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,8.4,84,9,7.2,506,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,9.7,97,10.4,11.2,507,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,8.4,84,9,7.1,508,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,8.8,88,9.5,8.3,509,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,8.6,86,9.3,8.7,510,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,9.3,93,9.9,9.7,511,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,8.9,89,9.4,8.9,512,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,7.1,71,7.6,4.1,513,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,6.3,63,6.7,2.8,514,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,6.4,64,6.8,3.2,515,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,9.5,95,10.2,11.2,516,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,6.5,65,6.9,3.1,517,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,7.3,73,7.8,4.7,518,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,6.1,61,6.5,2.7,519,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,8.1,81,8.7,7.8,520,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,8.5,85,9,NA,521,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,8.2,82,8.8,6.5,564,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,9.4,94,10,8.9,565,0,2,m,NA,0,11,0,0,NA,NSW,,
19/11/2015,Jervis Bay,U,9.5,95,10,10.9,566,0,2,n,NA,0,11,0,0,NA,NSW,,
24/11/2015,Smiths Lake,U,7.5,75,8.2,4,1069,0,2,m,NA,0,11,0,0,NA,NSW,,
15/12/2015,Jervis Bay,U,9.8,98,10.6,10.4,582,0,2,m,NA,0,12,0,0,NA,NSW,,
15/12/2015,Jervis Bay,U,6.9,69,7.4,3.7,596,0,2,n,NA,0,12,0,0,NA,NSW,,
15/12/2015,Jervis Bay,U,5.9,59,6.4,2.4,597,0,2,n,NA,0,12,0,0,NA,NSW,,
15/12/2015,Jervis Bay,U,4.4,44,4.7,1.6,601,0,2,n,NA,0,12,0,0,NA,NSW,,
15/12/2015,Jervis Bay,U,9,90,9.9,9.2,602,0,2,m,NA,0,12,0,0,NA,NSW,,
27/01/2015,Port Hacking,U,13.3,133,14.5,29.97,384,0,2,w,NA,0,1,0,1,NA,NSW,,
27/01/2015,Port Hacking,U,11.1,111,12.1,16.4,385,0,2,w,NA,0,1,0,1,NA,NSW,,
27/01/2015,Port Hacking,U,10.9,109,12.3,17.88,386,0,2,w,NA,0,1,0,1,NA,NSW,,
27/01/2015,Port Hacking,U,14.6,146,16,36.9,387,0,2,w,NA,0,1,0,1,NA,NSW,,
27/01/2015,Port Hacking,U,12.8,128,13.9,24.75,388,0,2,w,NA,0,1,0,1,NA,NSW,,
27/01/2015,Port Hacking,U,14.2,142,15.5,35.45,389,0,2,w,NA,0,1,0,1,NA,NSW,,
27/01/2015,Port Hacking,U,11.8,118,12.8,22.49,390,0,2,w,NA,0,1,0,1,NA,NSW,,
27/01/2015,Port Hacking,M,18.3,183,20.1,72.43,391,0,2,w,NA,0,1,0,1,NA,NSW,,
27/01/2015,Port Hacking,U,12.3,123,14.2,26.6,392,0,2,w,NA,0,1,0,1,NA,NSW,,
27/01/2015,Port Hacking,U,9.3,93,10,9.71,393,0,2,w,NA,0,1,0,1,NA,NSW,,
27/01/2015,Port Hacking,U,15.1,151,15.6,39.04,394,0,2,w,NA,0,1,0,1,NA,NSW,,
27/01/2015,Port Hacking,U,16.2,162,17.8,56.29,395,0,2,w,NA,0,1,0,1,NA,NSW,,
27/01/2015,Port Hacking,U,12.4,124,13.6,24.49,396,0,2,w,NA,0,1,0,1,NA,NSW,,
27/01/2015,Port Hacking,M,15.7,157,17.3,41.18,397,0,2,w,NA,0,1,0,1,NA,NSW,,
8/01/2016,Port Hacking,U,10.3,103,11.1,13.1,583,0,2,w,NA,0,1,0,1,NA,NSW,,
8/01/2016,Port Hacking,U,9.9,99,10.7,8.6,584,0,2,w,NA,0,1,0,1,NA,NSW,,
8/01/2016,Port Hacking,U,10.7,107,11.7,14.4,585,0,2,w,NA,0,1,0,1,NA,NSW,,
8/01/2016,Port Hacking,U,10.9,109,11.6,15.5,586,0,2,w,NA,0,1,0,1,NA,NSW,,
18/01/2016,Port Hacking,U,27.5,275,30.5,NA,650,0,2,w,NA,0,1,0,1,NA,NSW,,
23/01/2016,Sydney Harbour,U,11.8,118,12.6,19.3,664,0,2,w,NA,0,1,0,1,NA,NSW,,
1/02/2015,Port Hacking,U,11.3,113,12.8,17.5,168,0,2,w,NA,0,2,0,1,NA,NSW,,
1/02/2015,Port Hacking,U,13.3,133,14.5,28.5,169,0,2,w,NA,0,2,0,1,NA,NSW,,
1/02/2015,Port Hacking,U,14.5,145,15.9,37.4,170,0,2,w,NA,0,2,0,1,NA,NSW,,
1/02/2015,Port Hacking,U,11,110,12,13.5,171,0,2,w,NA,0,2,0,1,NA,NSW,,
1/02/2015,Port Hacking,U,11.6,116,12.6,17.5,172,0,2,m,NA,0,2,0,1,NA,NSW,,
1/02/2015,Port Hacking,U,10,100,10.8,10.5,173,0,2,w,NA,0,2,0,1,NA,NSW,,
1/02/2015,Port Hacking,F,14.9,149,16,40.7,174,0,2,w,NA,0,2,0,1,NA,NSW,,
1/02/2015,Port Hacking,U,11.8,118,12.7,18,175,0,2,w,NA,0,2,0,1,NA,NSW,,
1/02/2015,Port Hacking,U,9.4,94,10,8.2,176,0,2,w,NA,0,2,0,1,NA,NSW,,
1/02/2015,Port Hacking,U,15.2,152,16.8,46,177,0,2,w,NA,0,2,0,1,NA,NSW,,
1/02/2015,Port Hacking,U,12.7,127,14,24.6,178,0,2,w,NA,0,2,0,1,NA,NSW,,
27/02/2015,Botany Bay,U,18.2,182,20.2,89.92,339,0,2,w,NA,0,2,0,1,NA,NSW,,
27/02/2015,Botany Bay,U,17.8,178,19.3,70.95,340,0,2,w,NA,0,2,0,1,NA,NSW,,
27/02/2015,Botany Bay,F,16.2,162,17.9,57.87,341,0,2,w,NA,0,2,0,1,NA,NSW,,
27/02/2015,Botany Bay,U,13.5,135,14.9,31.5,342,0,2,w,NA,0,2,0,1,NA,NSW,,
27/02/2015,Botany Bay,U,16.6,166,18.2,58.56,343,0,2,w,NA,0,2,0,1,NA,NSW,,
27/02/2015,Botany Bay,U,16.5,165,18.2,60.52,344,0,2,w,NA,0,2,0,1,NA,NSW,,
27/02/2015,Botany Bay,U,12.5,125,14,26.16,345,0,2,w,NA,0,2,0,1,NA,NSW,,
27/02/2015,Botany Bay,F,15.4,154,17.1,43.53,346,0,2,w,NA,0,2,0,1,NA,NSW,,
27/02/2015,Botany Bay,U,14.6,146,16.2,45.38,347,0,2,w,NA,0,2,0,1,NA,NSW,,
27/02/2015,Botany Bay,U,15.3,153,16.6,46.37,348,0,2,w,NA,0,2,0,1,NA,NSW,,
6/02/2015,Sydney Harbour,U,10.8,108,11.7,15.49,376,0,2,m,NA,0,2,0,1,NA,NSW,,
6/02/2015,Sydney Harbour,U,8.8,88,9.4,7.83,377,0,2,m,NA,0,2,0,1,NA,NSW,,
16/02/2015,Lake Macquarie,U,17.2,172,19,66.66,382,0,2,w,NA,0,2,0,1,NA,NSW,,
16/02/2015,Lake Macquarie,F,16.8,168,18.4,63.9,383,0,2,w,NA,0,2,0,1,NA,NSW,,
26/02/2015,Clarence River,U,9.3,93,9.8,9.47,410,0,2,m,NA,0,2,0,1,NA,NSW,,
19/02/2016,Botany Bay,F,16.2,162,17.5,54.3,651,0,2,w,NA,0,2,0,1,NA,NSW,,
19/02/2016,Botany Bay,U,11.8,118,13,26.3,652,0,2,w,NA,0,2,0,1,NA,NSW,,
19/02/2016,Botany Bay,U,13.5,135,14.6,32.5,653,0,2,w,NA,0,2,0,1,NA,NSW,,
19/02/2016,Botany Bay,U,16.2,162,17.8,56.7,654,0,2,w,NA,0,2,0,1,NA,NSW,,
16/02/2016,Moruya River,U,13.4,134,14.7,34.9,655,0,2,w,NA,0,2,0,1,NA,NSW,,
16/02/2016,Moruya River,U,12.7,127,13.8,26.9,656,0,2,w,NA,0,2,0,1,NA,NSW,,
16/02/2016,Moruya River,U,10.9,109,12,18.1,657,0,2,w,NA,0,2,0,1,NA,NSW,,
16/02/2016,Moruya River,U,12.8,128,14,29.4,658,0,2,w,NA,0,2,0,1,NA,NSW,,
16/02/2016,Moruya River,U,13,130,14.3,29.3,659,0,2,w,NA,0,2,0,1,NA,NSW,,
16/02/2016,Moruya River,U,11.4,114,12.4,19.9,660,0,2,w,NA,0,2,0,1,NA,NSW,,
25/02/2016,Sydney Harbour,U,11.5,115,12.5,18.6,662,0,2,w,NA,0,2,0,1,NA,NSW,,
10/02/2016,Sydney Harbour,U,10.9,109,12,16.2,663,0,2,w,NA,0,2,0,1,NA,NSW,,
16/02/2016,Moruya River,U,13.5,135,14.9,34.5,666,0,2,w,NA,0,2,0,1,NA,NSW,,
16/02/2016,Moruya River,U,14.4,144,15.7,41.4,667,0,2,w,NA,0,2,0,1,NA,NSW,,
16/02/2016,Moruya River,U,13.3,133,14.3,34.8,668,0,2,w,NA,0,2,0,1,NA,NSW,,
16/02/2016,Moruya River,U,14.3,143,15.8,42,669,0,2,w,NA,0,2,0,1,NA,NSW,,
16/02/2016,Moruya River,U,14.3,143,15.6,43.8,670,0,2,w,NA,0,2,0,1,NA,NSW,,
16/02/2016,Moruya River,U,14.4,144,15.9,41,671,0,2,w,NA,0,2,0,1,NA,NSW,,
16/02/2016,Moruya River,U,11.4,114,12.4,19,672,0,2,w,NA,0,2,0,1,NA,NSW,,
16/02/2016,Moruya River,F,14.5,145,16.2,40.6,673,0,2,w,NA,0,2,0,1,NA,NSW,,
16/02/2016,Moruya River,U,15.7,157,17.2,53.6,674,0,2,w,NA,0,2,0,1,NA,NSW,,
16/02/2016,Moruya River,U,12,120,13,23.7,675,0,2,w,NA,0,2,0,1,NA,NSW,,
16/02/2016,Moruya River,U,14.1,141,15.5,37.3,676,0,2,w,NA,0,2,0,1,NA,NSW,,
16/02/2016,Moruya River,U,14.2,142,15.5,37.7,677,0,2,w,NA,0,2,0,1,NA,NSW,,
16/02/2016,Moruya River,U,15.4,154,16.8,53.1,678,0,2,w,NA,0,2,0,1,NA,NSW,,
16/02/2016,Moruya River,U,15.7,157,17.2,52.4,679,0,2,w,NA,0,2,0,1,NA,NSW,,
16/02/2016,Wagonga Inlet,U,10.6,106,11.5,15,690,0,2,w,NA,0,2,0,1,NA,NSW,,
16/02/2016,Wagonga Inlet,U,13.8,138,15,35.4,691,0,2,w,NA,0,2,0,1,NA,NSW,,
16/02/2016,Wagonga Inlet,U,9.7,97,10.6,12.1,692,0,2,w,NA,0,2,0,1,NA,NSW,,
16/02/2016,Wagonga Inlet,U,11,110,12.1,18.8,693,0,2,w,NA,0,2,0,1,NA,NSW,,
16/02/2016,Wagonga Inlet,U,12.6,126,13.8,27.2,694,0,2,w,NA,0,2,0,1,NA,NSW,,
16/02/2016,Wagonga Inlet,U,13.5,135,15,32.3,695,0,2,w,NA,0,2,0,1,NA,NSW,,
16/02/2016,Wagonga Inlet,U,16.4,164,17.8,57.5,696,0,2,w,NA,0,2,0,1,NA,NSW,,
16/02/2016,Wagonga Inlet,U,13,130,14.2,28.9,697,0,2,w,NA,0,2,0,1,NA,NSW,,
16/02/2016,Wagonga Inlet,U,13.6,136,14.8,32.5,698,0,2,w,NA,0,2,0,1,NA,NSW,,
16/02/2016,Wagonga Inlet,U,15.4,154,17,43.1,699,0,2,w,NA,0,2,0,1,NA,NSW,,
16/02/2016,Wagonga Inlet,U,13.2,132,14.6,33.3,700,0,2,w,NA,0,2,0,1,NA,NSW,,
16/02/2016,Wagonga Inlet,U,10.5,105,11.5,15.3,701,0,2,w,NA,0,2,0,1,NA,NSW,,
17/02/2016,Shoalhaven River,F,18.3,183,20.1,76.2,702,0,2,w,NA,0,2,0,1,NA,NSW,,
17/02/2016,Shoalhaven River,F,15,150,16.6,42.4,703,0,2,w,NA,0,2,0,1,NA,NSW,,
17/02/2016,Shoalhaven River,U,18.7,187,20.3,75.4,704,0,2,w,NA,0,2,0,1,NA,NSW,,
17/02/2016,Shoalhaven River,M,17.3,173,19.4,69.2,705,0,2,w,NA,0,2,0,1,NA,NSW,,
17/02/2016,Shoalhaven River,U,16.4,164,18.2,57.1,706,0,2,w,NA,0,2,0,1,NA,NSW,,
17/02/2016,Shoalhaven River,F,17.1,171,18.7,67,707,0,2,w,NA,0,2,0,1,NA,NSW,,
17/02/2016,Shoalhaven River,U,11.1,111,12.3,18.1,708,0,2,w,NA,0,2,0,1,NA,NSW,,
18/02/2016,Port Hacking,U,13.5,135,14.6,33.4,713,0,2,w,NA,0,2,0,1,NA,NSW,,
18/02/2016,Port Hacking,U,13.9,139,15.2,35.1,714,0,2,w,NA,0,2,0,1,NA,NSW,,
18/02/2016,Port Hacking,U,13.1,131,14.4,30.7,715,0,2,w,NA,0,2,0,1,NA,NSW,,
18/02/2016,Port Hacking,U,18.8,188,20.8,92,716,0,2,w,NA,0,2,0,1,NA,NSW,,
18/02/2016,Port Hacking,U,10.9,109,11.9,16.3,717,0,2,w,NA,0,2,0,1,NA,NSW,,
18/02/2016,Port Hacking,U,17.7,177,19.5,71.8,718,0,2,w,NA,0,2,0,1,NA,NSW,,
18/02/2016,Port Hacking,U,18.6,186,20.5,84.7,719,0,2,w,NA,0,2,0,1,NA,NSW,,
18/02/2016,Port Hacking,U,10.5,105,11.5,15.9,720,0,2,w,NA,0,2,0,1,NA,NSW,,
18/02/2016,Port Hacking,U,11.1,111,12.1,18.6,721,0,2,w,NA,0,2,0,1,NA,NSW,,
18/02/2016,Port Hacking,U,13.4,134,14.6,30.8,722,0,2,w,NA,0,2,0,1,NA,NSW,,
18/02/2016,Port Hacking,U,14.9,149,16.3,44.6,723,0,2,w,NA,0,2,0,1,NA,NSW,,
