WhsAgeReviewTempID,DateTimeEntered,AgeReadingID,FishID,Purpose,Reader,envAlphaID,envNumberID,Reading,ReadingMethod,ReadAge,Readability,EdgeTranslucency,MIncrRatio,Length,Sex,Location,CalYear,Area,Month,ImageCode,ImageCode_m,Scale,Otolith1,Otolith1Value,Otolith1Note,Otolith1Arag,Otolith1Debri,Otolith1Missing,Otolith2,Otolith2Value,Otolith2Note,Otolith2Condition,Otolith2Arag,Otolith2Debri,Otolith3,Otolith3Value,Otolith3Note,Otolith3Condition,Otolith3Arag,Otolith3Debri,Otolith3Missing,Project,TaxonCode,CommonName,ScientificName,ComputerCode,ComputerScale,ReviewDate,Sort,ReadersNote,SampleDate,ReadNoNote,AgeReadingTypeID,LocationID,F1stRing,S2ndRing,S2ndLastToLast,LastToEdge,YearEntered,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,R50,R51,R52,R53,R54,R55,R56,R57,R58,R59,R60,R61,R62,R63,R64,R65,R66,R67,R68,R69,R70,R71,R72,R73,R74,R75,R76,R77,R78,R79,R80,R81,R82,R83,R84,R85,R86,R87,R88,R89,R90,R91,R92,R93,R94,R95,R96,R97,R98,R99,R100
12306746,10/08/2017 11:57,133870,6256596,W_O_AgeReading, Hayden Schilling,Psa,12,1,MIncrRingCountOfOtolith,1,3,w,0.081425089,27.6,Female,WALLIS LAKE,2014,32 Deg. - 33 Deg. Latitude (Zone 5),9,Images/Pom_sal(Psa)_12_W_O__1_1.jpg,Images/Pom_sal(Psa)_12_W_O__1_1_m.jpg,112,S ,,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Bio data]                                                                                                                                                                                                                             ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,3/09/2014 0:00,,5340,350,2.812343218,0.228995298,2.812343218,0.228995298,2017,2.812343218,0.228995298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12306747,10/08/2017 11:58,133871,6256597,W_O_AgeReading, Hayden Schilling,Psa,13,1,MIncrRingCountOfOtolith,1,2,m,0.261369151,29.5,Female,WALLIS LAKE,2014,32 Deg. - 33 Deg. Latitude (Zone 5),9,Images/Pom_sal(Psa)_13_W_O__1_1.jpg,Images/Pom_sal(Psa)_13_W_O__1_1_m.jpg,112,S ,,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Bio data]                                                                                                                                                                                                                             ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,3/09/2014 0:00,,5340,350,2.465467223,0.644397075,2.465467223,0.644397075,2017,2.465467223,0.644397075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12306748,10/08/2017 11:58,133872,6256598,W_O_AgeReading, Hayden Schilling,Psa,14,1,MIncrRingCountOfOtolith,1,2,n,0.153835633,27.5,Female,WALLIS LAKE,2014,32 Deg. - 33 Deg. Latitude (Zone 5),9,Images/Pom_sal(Psa)_14_W_O__1_1.jpg,Images/Pom_sal(Psa)_14_W_O__1_1_m.jpg,112,S ,0.02055,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Bio data]                                                                                                                                                                                                                             ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,3/09/2014 0:00,,5340,350,2.907910033,0.44734018,2.907910033,0.44734018,2017,2.907910033,0.44734018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12306749,10/08/2017 12:00,133873,6256599,W_O_AgeReading, Hayden Schilling,Psa,15,1,MIncrRingCountOfOtolith,1,3,w,0.418477848,27.6,Female,WALLIS LAKE,2014,32 Deg. - 33 Deg. Latitude (Zone 5),9,Images/Pom_sal(Psa)_15_W_O__1_1.jpg,Images/Pom_sal(Psa)_15_W_O__1_1_m.jpg,112,S ,0.02062,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Bio data]                                                                                                                                                                                                                             ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,3/09/2014 0:00,,5340,350,2.125225078,0.889359618,2.125225078,0.889359618,2017,2.125225078,0.889359618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12306750,10/08/2017 12:00,133874,6256600,W_O_AgeReading, Hayden Schilling,Psa,16,1,MIncrRingCountOfOtolith,1,3,n,0.165787534,27.2,Female,WALLIS LAKE,2014,32 Deg. - 33 Deg. Latitude (Zone 5),9,Images/Pom_sal(Psa)_16_W_O__1_1.jpg,Images/Pom_sal(Psa)_16_W_O__1_1_m.jpg,112,S ,,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Bio data]                                                                                                                                                                                                                             ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,3/09/2014 0:00,,5340,350,2.737187129,0.453791504,2.737187129,0.453791504,2017,2.737187129,0.453791504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12306751,10/08/2017 12:00,133875,6256601,W_O_AgeReading, Hayden Schilling,Psa,17,1,MIncrRingCountOfOtolith,1,3,m,0.090978602,28.6,Female,WALLIS LAKE,2014,32 Deg. - 33 Deg. Latitude (Zone 5),9,Images/Pom_sal(Psa)_17_W_O__1_1.jpg,Images/Pom_sal(Psa)_17_W_O__1_1_m.jpg,112,S ,,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Bio data]                                                                                                                                                                                                                             ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,3/09/2014 0:00,,5340,350,2.800427845,0.25477901,2.800427845,0.25477901,2017,2.800427845,0.25477901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12306752,10/08/2017 12:01,133876,6256602,W_O_AgeReading, Hayden Schilling,Psa,18,1,MIncrRingCountOfOtolith,0,3,o,,28.7,Female,WALLIS LAKE,2014,32 Deg. - 33 Deg. Latitude (Zone 5),9,Images/Pom_sal(Psa)_18_W_O__1_1.jpg,Images/Pom_sal(Psa)_18_W_O__1_1_m.jpg,112,S ,,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Bio data]                                                                                                                                                                                                                             ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,3/09/2014 0:00,,5340,350,2.746491139,,,2.746491139,2017,2.746491139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12306753,10/08/2017 12:02,133877,6256603,W_O_AgeReading, Hayden Schilling,Psa,19,1,MIncrRingCountOfOtolith,1,3,n,0.139869712,39.7,Female,WALLIS LAKE,2014,32 Deg. - 33 Deg. Latitude (Zone 5),9,Images/Pom_sal(Psa)_19_W_O__1_1.jpg,Images/Pom_sal(Psa)_19_W_O__1_1_m.jpg,112,S ,,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Bio data]                                                                                                                                                                                                                             ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,3/09/2014 0:00,,5340,350,2.51480407,0.351744921,2.51480407,0.351744921,2017,2.51480407,0.351744921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12306754,28/08/2017 19:06,133878,6282616,W_O_AgeReading, Hayden Schilling,Psa,20,1,MIncrRingCountOfOtolith,-1,5,w,,73.8,Female,CURRARONG,2014,35 Deg. - 36 Deg. Latitude (Zone 8),10,Images/Pom_sal(Psa)_20_W_O__1_1.jpg,Images/Pom_sal(Psa)_20_W_O__1_1_m.jpg,112,S ,,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Bio data]                                                                                                                                                                                                                             ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,16/10/2014 0:00,,5340,1150,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12306755,10/08/2017 12:05,133879,6282617,W_O_AgeReading, Hayden Schilling,Psa,21,1,MIncrRingCountOfOtolith,4,3,m,0.949285478,58.2,Male,CURRARONG,2014,35 Deg. - 36 Deg. Latitude (Zone 8),10,Images/Pom_sal(Psa)_21_W_O__1_1.jpg,Images/Pom_sal(Psa)_21_W_O__1_1_m.jpg,112,S ,0.06446,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Bio data]                                                                                                                                                                                                                             ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,16/10/2014 0:00,,5340,1150,2.45263981,0.91046538,0.355153587,0.337142143,2017,2.45263981,0.91046538,0.386309065,0.355153587,0.337142143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12306756,10/08/2017 12:07,154230,6282618,W_O_AgeReading, Hayden Schilling,Psa,22,1,MIncrRingCountOfOtolith,3,2,w,0.810092306,54.3,Male,CURRARONG,2014,35 Deg. - 36 Deg. Latitude (Zone 8),10,Images/Pom_sal(Psa)_22_W_O__1_1.jpg,Images/Pom_sal(Psa)_22_W_O__1_1_m.jpg,112,S ,0.05031,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Bio data]                                                                                                                                                                                                                             ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,16/10/2014 0:00,,5340,1150,2.534592671,0.715276149,0.516864881,0.418708264,2017,2.534592671,0.715276149,0.516864881,0.418708264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12306757,10/08/2017 12:08,133881,6282619,W_O_AgeReading, Hayden Schilling,Psa,23,1,MIncrRingCountOfOtolith,3,3,w,0.993287717,54.2,Male,CURRARONG,2014,35 Deg. - 36 Deg. Latitude (Zone 8),10,Images/Pom_sal(Psa)_23_W_O__1_1.jpg,Images/Pom_sal(Psa)_23_W_O__1_1_m.jpg,112,S ,0.05533,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Bio data]                                                                                                                                                                                                                             ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,16/10/2014 0:00,,5340,1150,2.507248562,0.734048961,0.470948454,0.467787315,2017,2.507248562,0.734048961,0.470948454,0.467787315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12306758,10/08/2017 12:09,154231,6282620,W_O_AgeReading, Hayden Schilling,Psa,24,1,MIncrRingCountOfOtolith,3,2,m,0.761667218,54.6,Male,CURRARONG,2014,35 Deg. - 36 Deg. Latitude (Zone 8),10,Images/Pom_sal(Psa)_24_W_O__1_1.jpg,Images/Pom_sal(Psa)_24_W_O__1_1_m.jpg,112,S ,0.05924,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Bio data]                                                                                                                                                                                                                             ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,16/10/2014 0:00,,5340,1150,2.450335196,0.704395819,0.552381915,0.420731196,2017,2.450335196,0.704395819,0.552381915,0.420731196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12306759,10/08/2017 12:14,154232,6282621,W_O_AgeReading, Hayden Schilling,Psa,25,1,MIncrRingCountOfOtolith,5,3,n,0.198539238,71.2,Female,CURRARONG,2014,35 Deg. - 36 Deg. Latitude (Zone 8),10,Images/Pom_sal(Psa)_25_W_O__1_1.jpg,Images/Pom_sal(Psa)_25_W_O__1_1_m.jpg,112,S ,0.09599,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Bio data]                                                                                                                                                                                                                             ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,16/10/2014 0:00,,5340,1150,3.38209053,0.485192077,0.362570366,0.071984444,2017,3.38209053,0.485192077,0.703999598,0.37136847,0.362570366,0.071984444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12306760,10/08/2017 12:14,133884,6282622,W_O_AgeReading, Hayden Schilling,Psa,26,1,MIncrRingCountOfOtolith,3,2,m,0.6032448,54.6,Female,CURRARONG,2014,35 Deg. - 36 Deg. Latitude (Zone 8),10,Images/Pom_sal(Psa)_26_W_O__1_1.jpg,Images/Pom_sal(Psa)_26_W_O__1_1_m.jpg,112,S ,0.05333,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Bio data]                                                                                                                                                                                                                             ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,16/10/2014 0:00,,5340,1150,2.608878961,0.892857143,0.580413245,0.350131272,2017,2.608878961,0.892857143,0.580413245,0.350131272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12306761,10/08/2017 12:16,133885,6282623,W_O_AgeReading, Hayden Schilling,Psa,27,1,MIncrRingCountOfOtolith,4,3,m,0.834930317,59.3,Male,CURRARONG,2014,35 Deg. - 36 Deg. Latitude (Zone 8),10,Images/Pom_sal(Psa)_27_W_O__1_1.jpg,Images/Pom_sal(Psa)_27_W_O__1_1_m.jpg,112,S ,0.06214,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Bio data]                                                                                                                                                                                                                             ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,16/10/2014 0:00,,5340,1150,2.526785616,0.641086959,0.447498717,0.373630246,2017,2.526785616,0.641086959,0.741642733,0.447498717,0.373630246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12306762,10/08/2017 12:16,133886,6282624,W_O_AgeReading, Hayden Schilling,Psa,28,1,MIncrRingCountOfOtolith,3,2,m,1.117174825,50.2,Female,CURRARONG,2014,35 Deg. - 36 Deg. Latitude (Zone 8),10,Images/Pom_sal(Psa)_28_W_O__1_1.jpg,Images/Pom_sal(Psa)_28_W_O__1_1_m.jpg,112,S ,0.05099,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Bio data]                                                                                                                                                                                                                             ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,16/10/2014 0:00,,5340,1150,2.215437488,0.750755383,0.414624588,0.463208151,2017,2.215437488,0.750755383,0.414624588,0.463208151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12306763,10/08/2017 12:17,154233,6282625,W_O_AgeReading, Hayden Schilling,Psa,29,1,MIncrRingCountOfOtolith,4,2,n,0.476048201,61.1,Female,CURRARONG,2014,35 Deg. - 36 Deg. Latitude (Zone 8),10,Images/Pom_sal(Psa)_29_W_O__1_1.jpg,Images/Pom_sal(Psa)_29_W_O__1_1_m.jpg,112,S ,0.06828,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Bio data]                                                                                                                                                                                                                             ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,16/10/2014 0:00,,5340,1150,2.658684802,0.511350752,0.447344457,0.212957524,2017,2.658684802,0.511350752,0.546187246,0.447344457,0.212957524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
